tdata,tkeep,tlast,tvalid
0xd8fa0a607917b3dbae35d6117251,0x3fff,0,1
0x178cd716d42f06b5a646a6133d0a,0x3fff,0,1
0xcc21734d9b461e85cf6ead23638d,0x3fff,0,1
0x4d24a79a1fe8fa78576708af6fa0,0x3fff,0,1
0xa9f1221b1e8409e89314ebdd757b,0x3fff,0,1
0x48dac629248ce0215b6c662e9f4b,0x3fff,0,1
0x30daa090bb6082fb2010dbf42b3a,0x3fff,0,1
0x85a52127d373b924350af0c895e3,0x3fff,0,1
0xa49da9be2951e3cb4e1458c34628,0x3fff,0,1
0xb1749f3581363a626aea7162099c,0x3fff,0,1
0x84953497573ee5a1dc5ad277ea5d,0x3fff,0,1
0xd1eb3dda5c73d2517f15ee7baec6,0x3fff,0,1
0x02e2b2bda21eaf04867446992f48,0x3fff,0,1
0xc0c9262e6929d4a587e9d78d222e,0x3fff,0,1
0x9758a6f47b60ae1021f13696e9db,0x3fff,0,1
0xb65678539bdf86ad2286427f76f3,0x3fff,0,1
0x24acad4bcc2e0ea4c3628da98aff,0x3fff,0,1
0x3fe12f162ac643e1ea3f1ab8271f,0x3fff,0,1
0x10d36149e742c7220f23b86454bb,0x3fff,0,1
0xc28c32e07a608813f67a21fbb8ec,0x3fff,0,1
0x59f166a0ede793f738f35dd1661c,0x3fff,0,1
0xa314a99f5a7abdd05f027ef17d69,0x3fff,0,1
0x6578bac8dc285df37d398b18c450,0x3fff,0,1
0x0570f0102294acbc3d0000000000,0x3fe0,1,1
0x41940376b9ad1ce9205d523554b0,0x3fff,0,1
0x8e49ccae7ba8210720deadd061c6,0x3fff,0,1
0x7249acdb3c11238d409e2adbf4ff,0x3fff,0,1
0x45a71d1f2117bb4b67dc7d8d8fc0,0x3fff,0,1
0x1f0280d463a00375a3fa1b972775,0x3fff,0,1
0x29a7457c1689288580f7d7eca2b3,0x3fff,0,1
0x278d89936815d3801c01f07b6dce,0x3fff,0,1
0xc777ac989c1d720f010e18f9de4d,0x3fff,0,1
0x98d8d4ae721efadcff980565d2c8,0x3fff,0,1
0x0c68597a9dad5e92ebc59569e0f4,0x3fff,0,1
0x4f705cfb000d9ce99836bef85c9b,0x3fff,0,1
0x390ae9cc1fcf67a74da835ef687a,0x3fff,0,1
0x77772303c9de8794b4c7b34486c6,0x3fff,0,1
0x554a71bfec961c8fe98e5b5f5431,0x3fff,0,1
0x0ad6715366c97393c7ed7fad8a46,0x3fff,0,1
0xe0d399d7f220f9fc216200a509cf,0x3fff,0,1
0x4ab58ee32f0630cdc88ac8922a51,0x3fff,0,1
0x4bd52f00ae9041608d34687013cf,0x3fff,0,1
0xb5ef71561fb0100864c8be848261,0x3fff,0,1
0xb98d6ff5fabeadce5b9f04bdaa8d,0x3fff,0,1
0xc40fc7dce72e12585ddc9a87f071,0x3fff,0,1
0x29fb0b4e99981d46ad9cd3578209,0x3fff,0,1
0x60161ad9333cab42194810c4c9b2,0x3fff,0,1
0xf300a30c51768d3ea04f45682fc8,0x3fff,0,1
0xa27f245862f6ecee58805afa2992,0x3fff,0,1
0x9acc1a2a4ab7c8acd0fa47fbb17f,0x3fff,0,1
0xce5d837c551386fe37c7a5fcb871,0x3fff,0,1
0x2589bed8b1ed3475000000000000,0x3fc0,1,1
0x623e97607959ffbe823397681aa3,0x3fff,0,1
0x751893818cb0d2a2272b27493e74,0x3fff,0,1
0x729a9065b673347f297fbecb8b95,0x3fff,0,1
0xf214781eb836fe7716d1d166442c,0x3fff,0,1
0x12da86c298f0a3c2cc0f7e5a362a,0x3fff,0,1
0xbb633677d1099d1458a438a5e3a8,0x3fff,0,1
0xd5fc88b06f3ec22b6122de3959e9,0x3fff,0,1
0xe296f0c4d78b8318b55f30cbe682,0x3fff,0,1
0xab2f6cad4ffec702b1c7db1636ae,0x3fff,0,1
0x962122efce07fc57a414dfff9623,0x3fff,0,1
0xa6065f671588455aea92055a1dd4,0x3fff,0,1
0x4865cd1ba9cc62769171bc635e99,0x3fff,0,1
0x31475f0f549f1885d655359ee9df,0x3fff,0,1
0xd62e5bd1b975f8c6f61b3b0229e7,0x3fff,0,1
0xe90cfe85a113b44d8e71b561d842,0x3fff,0,1
0x1668ef6f19feef27f08377edc452,0x3fff,0,1
0x37fe38cee21d88a08f7e827a8e1d,0x3fff,0,1
0xa23f14dede027e69325a1ab74d7a,0x3fff,0,1
0x146200a7690617cb147ee63faad5,0x3fff,0,1
0x22b5699415ded5af1c8fd5c22bda,0x3fff,0,1
0x710263fbd622d0371e193d94012e,0x3fff,0,1
0x5e62d63482e4e2a166c54d223176,0x3fff,0,1
0x507723630dcfd9da428c4ebbafba,0x3fff,0,1
0x494187d9dda92573c17a89d81814,0x3fff,0,1
0x4772403ca47efc0141ffad4f448e,0x3fff,0,1
0xb7103d398919aeb4d5bf90635453,0x3fff,0,1
0x94156919cb6fac2bd389480b048c,0x3fff,0,1
0x8cd6fd45d68ee56fcb79abe5c7f1,0x3fff,0,1
0x8d60e91bab6cab02c6508540ad84,0x3fff,0,1
0x98811c82fefc3b22880b644dcd1a,0x3fff,0,1
0xf3f91ba5e7068fec11cb696a255e,0x3fff,0,1
0xc464bd50bff4bdd8dd4f92095561,0x3fff,0,1
0x06af4165b9fb1d5bb5739a936970,0x3fff,0,1
0xdd454201f7468b1af82095173b2b,0x3fff,0,1
0xe8bd505f56d06ca09eed292ced62,0x3fff,0,1
0x584b2186b895387c7056e9d47d54,0x3fff,0,1
0xc34d0d740d530383309c5ff04582,0x3fff,0,1
0x49ae69531ba3087313a994821ba0,0x3fff,0,1
0xb25eb47e30345d6f3877523d6918,0x3fff,0,1
0xe1399096c6a0cf1e2e5175757b7d,0x3fff,0,1
0xc63c540f90d071f022c714caface,0x3fff,0,1
0x31319a3e4edbd8fce93aa26b1c15,0x3fff,0,1
0xdce69f6cf571df6f7019341eb5af,0x3fff,0,1
0xe9c0213f5a9440ddad6ed4e0b07d,0x3fff,0,1
0x0e530f07ba8d77fde9b0bfca7e12,0x3fff,0,1
